file,paper,group,section,path,item_id,item_name,is_supported,confidence,contradiction,reasoning_excerpt,suggested_fix
Verified__BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance,high,synthesis,synthesis.steps[0].operations[0],ball_mill,,True,0.9,,The source text explicitly describes the solid-state synthesis method for lithium argyrodite as consisting of “two steps: ball milling and followed by the sintering process” and repeatedly discusses “,
Verified__BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance,high,synthesis,synthesis.steps[1].operations[0],anneal,,True,0.78,,The paper explicitly describes “annealing” as a step in the solid-state synthesis procedure for lithium argyrodite: “The conventional procedures of the solid-state method… include two steps: ball mill,
Verified__BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance,high,workflow,workflow.timeline[0],unknown,Low-speed milling at 110 rpm for 1 h,True,0.93,,The source text explicitly states: “the raw materials were ground initially at low rating speeding (such as 110 rpm) for 1 h” in the Solid-Phase Synthesis Method section (Page 14). This matches the ex,
Verified__BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance,high,workflow,workflow.timeline[1],unknown,Annealing at 823 K for 10 h to crystallize Li6PS5Cl,False,0.92,,"The provided full text discusses synthesis of Li6PS5Cl via ball milling followed by annealing/sintering, but it does not explicitly state a workflow step of “Annealing at 823 K for 10 h to crystallize","Annealing/sintering at 550°C (823 K) for 10 h is reported as a synthesis condition for obtaining/purifying Li6PS5Cl (e.g., ‘anneals the mixed precursors at 550°C for 10 h’ / ‘Pure Li6PS5Cl crystals we"
Verified__BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance,high,workflow,workflow.ambiguities[0],Atmosphere during milling and annealing not specified,,True,0.93,,"Across the provided full text, specific synthesis steps for ball milling and annealing/sintering are described (e.g., “anneals the mixed precursors at 550°C for 10 h”), but the atmosphere for these pa",
Verified__BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance,high,characterization,characterization[0],Ionic conductivity measurement,Ionic conductivity measurement,True,0.98,false_positive_suspect,"The document explicitly reports an ionic conductivity of “4.96×10−3 S cm−1” for Li6PS5Cl at 26.2°C in the solid-phase synthesis discussion (Page 14 in the provided text, under the optimized synthesis ",
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[0],chem_1,lithium hexafluorophosphate,False,0.78,,"The paper mentions LiPF6 in several electrolyte compositions, including explicitly “1 M LiPF6 in EC:DMC” (page 6) and “1–1.2 M LiPF6 in EC/DEC” as a common electrolyte (page 10). However, the document",LiPF6 | Amount: 1 M (in EC:DMC electrolyte)
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[1],chem_2,ethylene carbonate,True,0.93,,"The paper explicitly mentions ethylene carbonate (EC) multiple times as an electrolyte solvent component (e.g., in the abbreviations list and in discussions of EC-based electrolytes). However, the doc",
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[2],chem_3,dimethyl carbonate,True,0.93,,"The paper explicitly identifies DMC as dimethyl carbonate (e.g., in the abbreviations list: “DMC dimethyl carbonate” and in electrolyte descriptions such as “EC:DMC”). Nowhere in the document is an ex",
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[3],chem_4,diethyl carbonate,True,0.8,,"The document explicitly identifies DEC as “diethyl carbonate” in the List of abbreviations (“DEC diethyl carbonate”). However, no specific amount/concentration/volume fraction for diethyl carbonate it",
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[4],chem_5,ethyl methyl carbonate,True,0.86,false_positive_suspect,"The paper explicitly identifies EMC as “ethyl methyl carbonate” in the List of abbreviations (Page 2/3 area, journal page 53). Nowhere in the provided full text is a specific quantity/amount of ethyl ",
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[5],chem_6,propylene carbonate,True,0.86,,"The paper repeatedly mentions propylene carbonate (PC) as an electrolyte solvent (e.g., abbreviation list defines “PC propylene carbonate”; sections discuss PC-based electrolytes and PC reduction). Ho",
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[6],chem_7,vinylene carbonate,True,0.95,,The document explicitly states in Section 8 (“Effects of electrolyte composition on SEI formation”) that vinylene carbonate (VC) is a commonly used additive and that “About 3 wt% of VC is usually inco,
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[7],chem_8,lithium bis(oxalato)borate,True,0.94,,The paper explicitly identifies the chemical as lithium bis(oxalato)borate via the abbreviation list (“LiBOB Lithium bis(oxalato)borate”) and also discusses LiBOB in the electrolyte composition sectio,
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[8],chem_9,lithium perchlorate,False,0.62,contradiction_clear,"The paper does mention lithium perchlorate (LiClO4) in Section 8 (“LiClO4 has high ionic conductivity…”) on the page labeled 61 in the text. However, no specific amount/concentration of LiClO4 used in","Chemical: lithium perchlorate (LiClO4); Amount: Not specified (only qualitative discussion and conductivity values are provided, no concentration/amount used)."
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,chemicals,chemicals[9],chem_10,lithium bis(trifluoromethanesulfonyl)imide,True,0.86,,The paper explicitly identifies the chemical as LiTFSI: it appears in the List of abbreviations as “LiTFSI Lithium bis(trifluoromethane sulfonyl) imide” (Page 2 of the provided text; journal page 53).,
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,characterization,characterization[0],SEM,SEM,False,0.9,contradiction_clear,"The document explicitly discusses SEM as a characterization method (Section 6) and includes SEM micrographs in Fig. 2 (caption: “Fig. 2 shows SEM micrographs...”), indicating SEM characterization is p","Populate the SEM field as present, e.g., [""SEM (Scanning Electron Microscopy)""] or include the specific instance: ""SEM micrographs of SEI morphology at various formation potentials (Fig. 2, from Lu et"
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,characterization,characterization[1],TEM,TEM,True,0.86,,"The extracted value is an empty list ([]), implying no TEM characterization was reported. However, scanning the provided full text shows explicit TEM usage: e.g., Fig. 3 is labeled “TEM images of fres","If the field is meant to capture whether TEM was used: [""TEM""] (supported by Fig. 3 caption and Section 6). If the field is meant to capture TEM conditions/parameters: keep [] because the paper provid"
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,characterization,characterization[2],EIS,EIS,False,0.62,contradiction_clear,"The document explicitly discusses electrochemical impedance spectroscopy (EIS) as a characterization/analysis method for the SEI (Section 6, starting on page 60). Therefore, the empty list '[]' for 'C","Include EIS as a characterization technique (e.g., [""Electrochemical Impedance Spectroscopy (EIS)""])."
Verified_An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt_reactions.json,An_et_al__-_2016_-_The_state_of_understanding_of_the_lithium-ion-batt,high,characterization,characterization[3],XPS,XPS,False,0.78,contradiction_clear,"The paper explicitly discusses XPS as a characterization method for SEI analysis (Section 6) and includes XPS in the abbreviations list, but it does not provide a discrete list of XPS characterization","Indicate that XPS was used/mentioned for SEI characterization. For example: [""X-ray Photoelectron Spectroscopy (XPS)""] or a boolean/yes flag for XPS characterization."
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,targets,targets[0],target_1,Li3YCl6,True,0.98,,"The formula Li3YCl6 is explicitly present in the document. It appears multiple times, including in the “Site ordering” section (Page 2: “Li3YCl6 and Li3YBr6…”) and in Table S3 (Page 11) where a row li",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,targets,targets[1],target_2,Li3YBr6,True,0.97,,"The document explicitly contains the formula “Li3YBr6”. It appears multiple times, including in the “Site ordering” section (Page 2: “Li3YCl6 and Li3YBr6…”) and as a compound entry in Table S3 (Page 1",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,chemicals,chemicals[0],chem_1,Li3YCl6,True,0.92,false_positive_suspect,"The document explicitly mentions the chemical identity Li3YCl6 multiple times (e.g., in the “Site ordering” section on Page 2 and in Tables S3/S4). Nowhere in the provided text is an experimental/reci",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,chemicals,chemicals[1],chem_2,Li3YBr6,True,0.96,,"The document explicitly mentions the chemical identity Li3YBr6 multiple times (e.g., under “Site ordering” on Page 2 and in Tables S3/S4 on Page 11–12). No chemical amount (mass, molarity, wt%, etc.) ",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,characterization,characterization[0],AIMD,AIMD,True,0.98,,All extracted AIMD-related values are explicitly stated in the provided SI text. Page 8 (“Correlation in ion migration”) reports at 500 K: charge-center conductivity 190 mS/cm (LYC) and 111 mS/cm (LYB,
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,characterization,characterization[1],DFT,DFT,True,0.99,,"All extracted DFT metrics match the entries in Table S3. For Li3YCl6 (target_1): energy above hull = 11 meV/atom, reduction onset = 0.62 V vs Li/Li+, oxidation onset = 4.21 V vs Li/Li+. For Li3YBr6 (t",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion-suppl,high,analysis,analysis.methods[0],unknown,,False,0.58,,"The document explicitly describes multiple computational/analysis methods (DFT using VASP with PAW, GGA-PBE and HSE; AIMD simulations with NVT Nose–Hoover thermostat; migration barriers; phase diagram","Density functional theory (DFT) calculations (VASP, PAW; GGA-PBE; HSE for band gap/DOS) and ab initio molecular dynamics (AIMD) simulations (NVT Nose–Hoover thermostat), plus phase stability analysis "
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,targets,targets[0],target_1,Li3YCl6,True,0.98,,The paper explicitly discusses the solid electrolyte “Li3YCl6 (LYC)” multiple times (Abstract/Page 1) and lists “Li3YCl6” as a composition in Table 1 (Page 3). Therefore the target formula Li3YCl6 is ,
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,targets,targets[1],target_2,Li3YBr6,True,0.97,,"The paper explicitly mentions Li3YBr6 multiple times: in the Abstract (“Li3YCl6 and Li3YBr6”), throughout the text referring to LYB as Li3YBr6, and in Table 1 where the composition row lists “Li3YBr6”",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,targets,targets[2],target_3,Li3ScCl6,True,0.98,,"The formula Li3ScCl6 is explicitly present in Table 1 (listed as a composition with calculated conductivity/activation energy). Therefore the extracted Target Formula is supported, even though the all",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,targets,targets[3],target_4,Li3HoCl6,True,0.93,,The formula Li3HoCl6 is explicitly listed in Table 1 (page 3) as one of the studied compositions (“Li3HoCl6” with calculated conductivity and activation energy). Although the alleged provenance says ',
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,targets,targets[4],target_5,Li3ScBr6,True,0.99,,The formula Li3ScBr6 is explicitly listed in Table 1 (Page 3) among the compositions evaluated (“Li3ScBr6” with conductivity and activation energy values). Although the alleged provenance says Table 1,
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,targets,targets[5],target_6,Li3HoBr6,True,0.98,,"The formula Li3HoBr6 is explicitly listed in Table 1 (page 3) as one of the studied compositions (“Li3HoBr6”). This directly supports the extracted Target Formula, although the alleged provenance “Tab",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,chemicals,chemicals[0],chem_1,Li3YCl6,True,0.93,,"The paper explicitly discusses the chemical identity Li3YCl6 (also abbreviated as LYC) multiple times (e.g., Abstract/Page 1 and Table 1/Page 3). The document is a computational study and does not spe",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,chemicals,chemicals[1],chem_2,Li3YBr6,True,0.95,false_positive_suspect,"The paper explicitly discusses the chemical identity Li3YBr6 (abbreviated as LYB) multiple times (e.g., Abstract/Page 1 and Table 1/Page 3). Nowhere in the provided full text is an explicit 'amount' (",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,chemicals,chemicals[2],chem_3,Li3ScCl6,True,0.98,,The document explicitly lists the chemical identity “Li3ScCl6” in Table 1 (Page 3). The paper provides calculated conductivity and activation energy for Li3ScCl6 but does not state any chemical amount,
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,chemicals,chemicals[3],chem_4,Li3HoCl6,True,0.93,,"The paper explicitly includes the chemical identity “Li3HoCl6” in Table 1 (listed among compositions with computed conductivities/activation energies). The main text does not state a synthesis amount,",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,chemicals,chemicals[4],chem_5,Li3ScBr6,True,0.93,,"The paper explicitly mentions the compound Li3ScBr6 in Table 1 (listed among calculated Li+ conductivities/activation energies). The main text/table do not provide a chemical amount (e.g., mass, molar",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,chemicals,chemicals[5],chem_6,Li3HoBr6,True,0.9,false_positive_suspect,The paper explicitly mentions the composition Li3HoBr6 in Table 1 (listed with calculated conductivity 3.8 mS/cm and activation energy 0.26 ± 0.04 eV). Nowhere in the provided full text is any materia,
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,workflow,workflow.timeline[0],unknown,No experimental synthesis steps described; study is computational.,True,0.95,,"The paper repeatedly states it is a first-principles computational study (DFT with VASP, AIMD simulations, modeling electrochemical windows using Materials Project), and it discusses/compares to prior",
Verified_Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion_reactions.json,Angew_Chem_Int_Ed_-_2019_-_Wang_-_Lithium_Chlorides_and_Bromides_as_Promising_Solid_State_Chemistries_for_Fast_Ion,high,characterization,characterization[0],Ab initio molecular dynamics (AIMD),Ab initio molecular dynamics (AIMD),True,0.98,,"All listed AIMD-derived Li+ conductivities at 300 K and activation energies for Li3YCl6, Li3YBr6, Li3ScCl6, Li3HoCl6, Li3ScBr6, and Li3HoBr6 are explicitly reported in Table 1 of the provided text (pa",
